Education,Title,Company_Size,Gender,min_salary,max_salary,avg_salary
Master's degree,Other,"> 10,000 employees",Male,0,999,499.5
Master's degree,Other,50-249 employees,Male,0,999,499.5
Master's degree,Other,0-49 employees,Male,0,999,499.5
Master's degree,Other,0-49 employees,Female,0,999,499.5
Bachelor's degree,Research Scientist,0-49 employees,Male,0,999,499.5
Bachelor's degree,Data Scientist,"1000-9,999 employees",Male,0,999,499.5
Bachelor's degree,Data Scientist,0-49 employees,Female,0,999,499.5
Bachelor's degree,Product/Project Manager,"> 10,000 employees",Male,0,999,499.5
Bachelor's degree,Business Analyst,"1000-9,999 employees",Male,0,999,499.5
Bachelor's degree,Business Analyst,50-249 employees,Male,0,999,499.5
Bachelor's degree,Business Analyst,0-49 employees,Male,0,999,499.5
Bachelor's degree,Business Analyst,0-49 employees,Female,0,999,499.5
Bachelor's degree,Data Analyst,50-249 employees,Male,0,999,499.5
Bachelor's degree,Data Analyst,0-49 employees,Female,0,999,499.5
Bachelor's degree,Data Engineer,"1000-9,999 employees",Female,0,999,499.5
Bachelor's degree,Data Engineer,0-49 employees,Male,0,999,499.5
Bachelor's degree,Software Engineer,"> 10,000 employees",Male,0,999,499.5
Bachelor's degree,Software Engineer,0-49 employees,Male,0,999,499.5
Bachelor's degree,Other,"> 10,000 employees",Not Mentioned,0,999,499.5
Bachelor's degree,Other,250-999 employees,Female,0,999,499.5
Bachelor's degree,Other,50-249 employees,Female,0,999,499.5
Bachelor's degree,Other,50-249 employees,Not Mentioned,0,999,499.5
Bachelor's degree,Other,0-49 employees,Female,0,999,499.5
Professional degree,Other,50-249 employees,Male,0,999,499.5
Some college/university,Product/Project Manager,0-49 employees,Not Mentioned,0,999,499.5
Some college/university,Software Engineer,0-49 employees,Male,0,999,499.5
Some college/university,Other,50-249 employees,Male,0,999,499.5
Some college/university,Other,0-49 employees,Male,0,999,499.5
I prefer not to answer,Other,0-49 employees,Male,0,999,499.5
I prefer not to answer,Other,0-49 employees,Not Mentioned,0,999,499.5
